Unnamed: 0.1,Unnamed: 0,flow ID,source IP,destination IP,source port,destination port,protocol,date,duration,TotalFwdPkts,TotalBwdPkts,TotLenfwdDL,TotLenfwdTR,TotLenfwdAPP,TotLenbwdDL,TotLenbwdTR,TotLenbwdAPP,DLfwdPktLenMAX,DLfwdPktLenMIN,DLfwdPktLenMEAN,DLfwdPktLenSTD,TRfwdPktLenMAX,TRfwdPktLenMIN,TRfwdPktLenMEAN,TRfwdPktLenSTD,APPfwdPktLenMAX,APPfwdPktLenMIN,APPfwdPktLenMEAN,APPfwdPktLenSTD,DLbwdPktLenMAX,DLbwdPktLenMIN,DLbwdPktLenMEAN,DLbwdPktLenSTD,TRbwdPktLenMAX,TRbwdPktLenMIN,TRbwdPktLenMEAN,TRbwdPktLenSTD,APPbwdPktLenMAX,APPbwdPktLenMIN,APPbwdPktLenMEAN,APPbwdPktLenSTD,DLflowBytes/sec,TRflowBytes/sec,APPflowBytes/sec,FlowPkts/sec,FlowIAT_MEAN,FlowIAT_STD,FlowIAT_MAX,FlowIAT_MIN,TotalFwdIAT,fwdIAT_MEAN,fwdIAT_STD,fwdIAT_MAX,fwdIAT_MIN,TotalBwdIAT,bwdIAT_MEAN,bwdIAT_STD,bwdIAT_MAX,bwdIAT_MIN,DLfwdHdrLen,TRfwdHdrLen,APPfwdHdrLen,DLbwdHdrLen,TRbwdHdrLen,APPbwdHdrLen,fwdPkts/sec,bwdPkts/sec,DLpktLenMEAN,DLpktLenMIN,DLpktLenMAX,DLpktLenSTD,DLpktLenVAR,TRpktLenMEAN,TRpktLenMIN,TRpktLenMAX,TRpktLenSTD,TRpktLenVAR,APPpktLenMEAN,APPpktLenMIN,APPpktLenMAX,APPpktLenSTD,APPpktLenVAR,ActiveMEAN,ActiveSTD,ActiveMAX,ActiveMIN,IdleMEAN,IdleSTD,IdleMAX,IdleMIN,frameSrc,frameDst,TotPktsInFlow,firstPacketDIR,mostCommonREQ_FUNC_CODE,mostCommonRESP_FUNC_CODE,corruptConfigFragments,deviceTroubleFragments,deviceRestartFragments,pktsFromMASTER,pktsFromSLAVE,Label,log_id,expected_template,group_id,is_anomaly,annotation_note
16001,266,192.168.1.1-192.168.1.9-51971-20001,192.168.1.1,192.168.1.9,51971,20001,6, 15/05/2020  20:32:05 ,118058476,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97513422,14.85704423,11.48583351,1.118089988,901209.7405,979504.2728,2002196,174,118058166,1844658.844,465015.1536,2002528,15133,118058090,1788758.939,554974.9527,2002397,15109,650,65,130,670,67,268,0.550574615,0.567515373,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,17,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,10,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
12519,110,192.168.1.12-192.168.1.9-57817-20003,192.168.1.12,192.168.1.9,57817,20003,6, 15/05/2020  18:46:02 ,118059061,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0766991,14.94167398,11.51965794,1.135025121,887662.1128,959756.7297,2000896,485,118058042,1816277.569,436211.0907,2001785,370740,118057759,1762056.104,530518.365,2001839,485,660,66,132,680,68,272,0.559042224,0.575982897,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,17,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART,11,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
14503,199,192.168.1.12-192.168.1.6-36519-20003,192.168.1.12,192.168.1.6,36519,20003,6, 15/05/2020  19:58:05 ,118063220,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97449231,14.85644725,11.48537199,1.118045061,901245.9542,968806.0843,2002735,144,118063031,1844734.859,411875.6996,2002986,266431,118062960,1788832.727,515675.3799,2002947,493,650,65,130,670,67,268,0.550552492,0.567492569,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,14,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,12,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
11820,371,192.168.1.11-192.168.1.9-39338-20002,192.168.1.11,192.168.1.9,39338,20002,6, 15/05/2020  19:52:02 ,118055550,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07717723,14.94211835,11.52000054,1.135058877,887635.7143,969954.2055,2000463,385,118054705,1816226.231,482807.4438,2001875,37041,118054674,1762010.06,566329.1538,2001653,385,660,66,132,680,68,272,0.55905885,0.576000027,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,17,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART,13,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
11102,613,192.168.1.1-192.168.1.8-45049-20001,192.168.1.1,192.168.1.8,45049,20001,6, 15/05/2020  20:52:05 ,118062566,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07622182,14.9412304,11.51931595,1.134991425,887688.4662,971762.0665,2001182,339,118061853,1816336.2,489790.1141,2002159,16738,118061518,1762112.209,572154.7988,2001957,339,660,66,132,680,68,272,0.559025627,0.575965798,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,16,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART,14,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
9751,216,192.168.1.11-192.168.1.4-57101-20002,192.168.1.11,192.168.1.4,57101,20002,6, 15/05/2020  20:08:02 ,118050238,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97624903,14.85808101,11.48663504,1.118168013,901146.855,982499.2851,2001135,113,118050074,1844532.406,476886.9519,2001295,33964,118049955,1788635.682,565312.2424,2001308,264,650,65,130,670,67,268,0.550613036,0.567554976,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,12,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,15,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
13233,824,192.168.1.12-192.168.1.5-37363-20003,192.168.1.12,192.168.1.5,37363,20003,6, 15/05/2020  21:46:07 ,118057924,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97520892,14.8571137,11.48588722,1.118095216,901205.5267,978964.1972,2000578,508,118057148,1844642.938,463745.0024,2001279,33949,118057238,1788746.03,554610.9191,2001641,571,650,65,130,670,67,268,0.55057719,0.567518026,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,13,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,16,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
9863,330,192.168.1.1-192.168.1.4-45297-20001,192.168.1.1,192.168.1.4,45297,20001,6, 15/05/2020  21:04:06 ,118062420,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97460055,14.85654792,11.48544982,1.118052637,901239.8473,979080.0688,2002580,101,118062254,1844722.719,461654.7507,2002788,33172,118062319,1788823.015,552926.9528,2002736,400,650,65,130,670,67,268,0.550556223,0.567496414,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,12,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,17,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
9730,195,192.168.1.12-192.168.1.4-56526-20003,192.168.1.12,192.168.1.4,56526,20003,6, 15/05/2020  19:56:04 ,118052257,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07762569,14.94253515,11.52032189,1.135090539,887610.9549,978042.7159,2001180,94,118052119,1816186.446,513065.4741,2001302,30972,118052049,1761970.881,591483.1617,2001442,386,660,66,132,680,68,272,0.559074444,0.576016094,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,12,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART,18,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
15690,435,192.168.1.12-192.168.1.8-43941-20003,192.168.1.12,192.168.1.8,43941,20003,6, 15/05/2020  21:56:08 ,118068626,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97376089,14.85576702,11.48484611,1.117993869,901287.2214,979980.04,2008154,198,118068410,1844818.906,468297.9578,2008504,31847,118068379,1788914.833,556262.9225,2008418,32078,650,65,130,670,67,268,0.550527284,0.567466585,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,16,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,19,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
12484,75,192.168.1.12-192.168.1.7-52856-20003,192.168.1.12,192.168.1.7,52856,20003,6, 15/05/2020  18:38:02 ,118059532,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97499133,14.85691134,11.48573078,1.118079987,901217.8015,964672.8477,2002500,322,118058810,1844668.906,394120.064,2003068,366781,118058778,1788769.364,502059.435,2003274,322,650,65,130,670,67,268,0.550569691,0.567510296,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,15,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,20,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
12662,253,192.168.1.12-192.168.1.10-55149-20003,192.168.1.12,192.168.1.10,55149,20003,6, 15/05/2020  19:22:03 ,118060135,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07655285,14.94153806,11.51955315,1.135014796,887670.188,968187.8901,2000388,432,118059197,1816295.338,472963.5631,2002081,196077,118059335,1762079.627,560189.3829,2002802,432,660,66,132,680,68,272,0.559037138,0.575977657,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,18,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART,21,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
11873,424,192.168.1.11-192.168.1.4-57101-20002,192.168.1.11,192.168.1.4,57101,20002,6, 15/05/2020  20:06:02 ,118053258,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97584033,14.85770092,11.48634119,1.118139408,901169.9084,978752.2387,2000723,362,118052694,1844573.344,462452.6328,2001302,20861,118052510,1788674.394,553587.1611,2001346,362,650,65,130,670,67,268,0.550598951,0.567540457,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,12,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART,22,SRC=<IP> DST=<IP> SPORT=<NUMBER> DPORT=<NUMBER> REQ_FUNC=1 EVENT=COLD_RESTART,COLD_RESTART,True,Protocol-aware DNP3 template
